DRUGBANKID	SMILES	NAME	MDR1	BCRP	MRP2
DB11748	CC(N(CC1=CN=C(C)NC1=N)C=O)=C(CCOP(O)(O)=O)SC(=O)C1=CC=CC=C1	Benfotiamine	None	None	None
DB11749	[H][C@@]12CN(CC(=O)N1CCC1=CC=CC=C21)C(=O)C1CCCCC1	(R)-Praziquantel	None	None	None
DB11750	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Clobetasol	None	None	None
DB11751	C[C@H]1CO[C@@H]2CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N12	Cabotegravir	None	None	None
DB11752	[H]C(CCC)=C([H])C([H])=C([H])C(=O)O[C@@]1([H])\C(C[C@@]2([H])C[C@@]([H])(OC(=O)C[C@]([H])(O)C[C@]3([H])C[C@]([H])(OC(C)=O)C(C)(C)[C@](O)(C[C@]4([H])C\C(C[C@@]([H])(O4)\C([H])=C([H])/C(C)(C)[C@]1(O)O2)=C(/[H])C(=O)OC)O3)[C@@]([H])(C)O)=C(/[H])C(=O)OC	Bryostatin 1	None	None	None
DB11755	CCCC1=CC(O)=C2[C@@H]3C=C(C)CC[C@H]3C(C)(C)OC2=C1	Tetrahydrocannabivarin	None	None	None
DB11757	[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC	Istradefylline	None	None	None
DB11758	CCCCOCCOC1=CC=C(C=C1)C1=CC=C2N(CC(C)C)CCC\C(=C/C2=C1)C(=O)NC1=CC=C(C=C1)[S@@+]([O-])CC1=CN=CN1CCC	Cenicriviroc	None	None	None
DB11759	[H][C@]1(O)C[C@@]([H])(C[C@@]1([H])COS(N)(=O)=O)N1C=CC2=C(N[C@@]3([H])CCC4=CC=CC=C34)N=CN=C12	Pevonedistat	None	None	None
DB11760	CN1N=CN=C1[C@@H]1[C@H](NC2=C3C1=NNC(=O)C3=CC(F)=C2)C1=CC=C(F)C=C1	Talazoparib	None	None	None
DB11761	CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C2C=C(Cl)C=C3Cl)C2=C(C1)C(Cl)=CC(Cl)=C2	Tenapanor	None	None	None
DB11762	C[C@@]12OC(=O)[C@@]1(NC(=O)[C@@H]2CCCl)[C@@H](O)[C@H]1CCCC=C1	Marizomib	None	None	None
DB11763	O=C(NCC#N)C1=CC=C(C=C1)C1=CC=NC(NC2=CC=C(C=C2)N2CCOCC2)=N1	Momelotinib	None	None	None
DB11764	COCCOC1=CC=C(NC2=NC=C(F)C(NC3=CC=CC(NC(=O)C=C)=C3)=N2)C=C1	Spebrutinib	None	None	None
DB11765	[H][C@@](CC1CCCC1)(N1C=NC(=C1)C(F)(F)F)C(O)=NC1=NC=C(C=C1)C(O)=O	PF-04991532	None	None	None
DB11766	CC(C)(C)OC(=O)NCCN1C[C@H]2CN(CCOC3=CC=C(C=C3F)C#N)C[C@@H](C1)O2	AZD-1305	None	None	None
DB11768	COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl	O-(2,4-dichlorophenyl)-O-methyl-isopropylphosphoramidothioate	None	None	None
DB11769	FC(F)(F)C1=CC=C(CN2C(=O)[C@@]3(COC4=C3C=C3OCOC3=C4)C3=CC=CC=C23)O1	Funapide	None	None	None
DB11770	CC(C)(C)NCC(O)COC1=CC=C(NC(O)=NC2CCCCC2)C=C1	Talinolol	None	None	None
DB11772	COC1=CC=C(Cl)C(NC2=C(NS(=O)(=O)C3=CC(NC(=O)C(C)(C)N)=CC=C3)N=C3C=CC=CC3=N2)=C1	Pilaralisib	None	None	None
DB11773	CS(=O)(=O)C1=CC=C(N2C=C(Cl)C(OC3CCN(CC3)C3=NC=C(Cl)C=N3)=CC2=O)C(F)=C1	BMS-903452	None	None	None
DB11774	[H][C@]1(C)COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2C1(N)CC1	Pazufloxacin	None	None	None
DB11775	CN(C)C[C@@H](NC(=O)N1CC2=C(NN=C2NC2=C3SC=CC3=NC(C)=N2)C1(C)C)C1=CC=CC=C1	PF-03758309	None	None	None
DB11778	CO[C@@H](C(=O)N1CC2=C(C1)C(NC(=O)C1=CC=C(C=C1)N1CCN(C)CC1)=NN2)C1=CC=CC=C1	Danusertib	None	None	None
DB11779	CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1CC2=CC=CC(F)=C2C1)C(=O)NS(=O)(=O)C1CC1	Danoprevir	None	None	None
DB11780	C=CCSS(=O)CC=C	Allicin	None	None	None
DB11781	CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)C1=CC=CC=C1	Tosedostat	None	None	None
DB11782	CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1CC1=C(NC2=CC(F)=CC=C12)C1=C(C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)C2=CC=C(F)C=C2N1	Birinapant	None	None	None
DB11783	[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(=O)OCC)C(=O)N1C(=O)N(C)C[C@@]1([H])C(O)=O	Imidapril	None	None	None
DB11784	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@]1(CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(N)=O	NRX-1074	None	None	None
DB11785	CN1[C@@H]2C[C@H](O)[C@H]1C[C@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	Anisodamine	None	None	None
DB11786	C[C@H](OCC(=O)NCC(F)(F)C(F)(F)F)C1=CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	Pefcalcitol	None	None	None
DB11787	CC(C)(C)CN1C(N)=NC2=CC=C(N=C12)C1=C(NC(=N1)C(C)(C)C)C1=CC=C(F)C=C1	Ralimetinib	None	None	None
DB11789	C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	Hyodeoxycholic Acid	None	None	None
DB11790	C[C@@H]1NC(C)(C)CO[C@@]1(O)C1=CC=CC(Cl)=C1	Radafaxine	None	None	None
DB11791	CNC(=O)C1=CC=C(C=C1F)C1=NN2C(CC3=CC=C4N=CC=CC4=C3)=CN=C2N=C1	Capmatinib	None	None	None
DB11792	CCCOC1=CC=C(C=C1C1=NC2=C(N(CC)C=C2CCC)C(=O)N1)S(=O)(=O)N1CCN(CCO)CC1	Mirodenafil	None	None	None
DB11794	CNCC1=CC=C(C=C1)C1=NOC(=C1)C1=NC(=CN=C1N)C1=CC=C(C=C1)S(=O)(=O)C(C)C	Berzosertib	None	None	None
DB11795	CC1=NC2=C(C=C(C=C2N1CC1=C(C)C(=CC=C1)C(F)(F)F)N1CCOCC1)C(O)=O	GSK-2636771	None	None	None
DB11796	COC1=C2C(=CN(COP(O)(O)=O)C2=C(N=C1)N1C=NC(C)=N1)C(=O)C(=O)N1CCN(CC1)C(=O)C1=CC=CC=C1	Fostemsavir	None	None	None
DB11797	[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(N=C(C)O)[C@@]([H])(O)CC(=O)C(O)=O	Aceneuramic acid	None	None	None
DB11798	[H][C@@]1(CCOC1)N1C(NC2=C(F)C=C(F)C=C2F)=NC2=CN=C(N[C@@]3([H])CC[C@]([H])(O)CC3)N=C12	Tanzisertib	None	None	None
DB11799	OC1=C2N(C[C@H]3O[C@@H]4CC[C@@H](C4)N3C2=O)C=C(C(=O)NCC2=C(F)C=C(F)C=C2F)C1=O	Bictegravir	None	None	None
DB11800	COC1=C(OC)C=C2C(OC3=CC(Cl)=C(C=C3)N=C(O)N=C3NOC(C)=C3)=CC=NC2=C1	Tivozanib	None	None	None
DB11801	C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(N)=O	Rapastinel	None	None	None
DB11804	CCN(C1CCN(CC[C@H](C2=CC=C(C=C2)S(C)(=O)=O)C2=CC(F)=CC(F)=C2)CC1)C(=O)CC1=CC=C(C=C1)S(C)(=O)=O	AZD-5672	None	None	None
DB11805	CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1	Saracatinib	None	None	None
DB11806	C\C(\C=C\[C@@H]1C[C@]1(C)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C)=C/C(O)=O	VTP-194204	None	None	None
DB11807	CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C	Dexmecamylamine	None	None	None
DB11808	[H][C@@](N=C(O)OC1CCCC1)(C(=O)N1C[C@@]([H])(C[C@@]1([H])C(O)=N[C@@]1(C[C@@]1([H])C=C)C(O)=O)OC1=C2C=CC(OC)=C(Br)C2=NC(=C1)C1=CSC(N=C(O)C(C)C)=N1)C(C)(C)C	Faldaprevir	None	None	None
DB11809	C(CN1CCOCC1)OC1=CC=C(C=C1)[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3	Artefenomel	None	None	None
DB11810	N[C@@H](CNC(=O)CC[C@@H](NC(=O)C1=CC=C(NCC2=CNC3=NC=NC(=O)C3=N2)C=C1)C(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CS)C(O)=O	Etarfolatide	None	None	None
DB11811	CC(=O)NCCOC(=O)[C@H](OC1=CC=CC(=C1)C(F)(F)F)C1=CC=C(Cl)C=C1	Arhalofenate	None	None	None
DB11812	CCC1=C(C)\C2=C\C3=C(C=C)C(C)=C(N3)\C=C3/N=C([C@@H](CCC(O)=O)[C@@H]3C)/C(/CC(=O)N[C@@H](CC(O)=O)C(O)=O)=C3\N\C(=C/C1=N2)C(C)=C3C(O)=O	Talaporfin	None	None	None
DB11813	CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)C(\C)=C/C)C(C)=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(C)=O)[C@@H]12)OC(=O)CCCCCCCCCCCNC(=O)C[C@H](N)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O	Mipsagargin	None	None	None
DB11814	OC(=O)C1=CC2=C(C=C1)C1=NN([C@@H](C3CCCC3)[C@H]1CC2)C1=CC=C(C#N)C(Cl)=C1	PF-03882845	None	None	None
DB11815	CNC(=N)NCCC[C@H](N)C(O)=O	Tilarginine	None	None	None
DB11816	COC(=O)N1CCN(CC2=C(F)C(NC(=O)NC3=CC=C(C)N=C3)=CC=C2)CC1	Omecamtiv Mecarbil	None	None	None
DB11817	CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1	Baricitinib	None	None	None
DB11818	CC[C@H](C)[C@H]1N([C@@H](C(=O)N2CCOCC2)C2=COC(C)=N2)C(=O)[C@H](NC1=O)C1CC2=CC=CC=C2C1	Retosiban	None	None	None
DB11819	C[C@H](OC1=CC=C(C=C1C(F)(F)F)C1=NC(=NO1)C1=CC=C2NC=NC2=C1)C(F)(F)F	ASP-4058	None	None	None
DB11820	CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O	Nifurtimox	None	None	None
DB11821	NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)C1=CC=CC=C1	Danegaptide	None	None	None
DB11822	COC1=CC=C2C3=C(C4CCCCC4)C4=CC=C5C=C4N3CC(=CC2=C1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O	TMC-647055	None	None	None
DB11823	CN[C@@]1(CCCCC1=O)C1=CC=CC=C1Cl	Esketamine	None	None	None
DB11824	CCC1=CC=C(CC2=CC=C3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C=C1	Tofogliflozin	None	None	None
DB11825	CCC1=C[C@@H]2[C@@H](C[C@]2(CN)CC(O)=O)C1	Mirogabalin	None	None	None
DB11827	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1	Ertugliflozin	None	None	None
DB11829	[H][C@@]1(CN(C)C)CCN2C=C(C3=CC=CC=C23)C2=C(C(=O)N=C2O)C2=CN(CCO1)C1=CC=CC=C21	Ruboxistaurin	None	None	None
DB11830	NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1	Mocetinostat	None	None	None
DB11831	ClC1=C(C=C(C=C1)N(=O)=O)N(=O)=O	Dinitrochlorobenzene	None	None	None
DB11832	CC1(COC2=CC=C3N(C=NC3=C2)C2=CC=C3C=CC=C(N4CCC(N)CC4)C3=N2)COC1	Crenolanib	None	None	None
DB11833	CC1=NC(C#CC2=CC=NC(Cl)=C2)=C(C)N1C1=CC=C(F)C=C1	Basimglurant	None	None	None
DB11835	[111In+3].CC(O)C(CO)N=C(O)C1CSSCC(N=C(O)C(CC2=CC=CC=C2)N=C([O-])CN(CCN(CCC(C(O)=O)C(O)=O)CC([O-])=O)CC([O-])=O)C(O)=NC(CC2=CC=CC=C2)C(O)=NC(CC2=CNC3=CC=CC=C23)C(O)=NC(CCCCN)C([O-])=NC(C(C)O)C(O)=N1	Indium In-111 pentetreotide	None	None	None
DB11836	CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1	Sapanisertib	None	None	None
DB11837	FC1=C(C=CC(=C1)C#N)[C@H]1CCC2=CN=CN12	Osilodrostat	None	None	None
DB11838	[O-][N+]1=CC(Cl)=C(NC(=O)C2=CC=C(OC(F)F)C3=C2C2=C(O3)C=CN=C2)C(Cl)=C1	Revamilast	None	None	None
DB11839	CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O	PZ-128	None	None	None
DB11841	NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CN=CC=C2)C=C1	Entinostat	None	None	None
DB11842	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	Angiotensin Ii	None	None	None
DB11843	CC(C)S(=O)(=O)N[C@H]1COC[C@H]1OC1=CC=C(C=C1)C1=CC=C(S1)C#N	PF-04958242	None	None	None
DB11844	CN(C(=O)CC1=CC=C(C=C1)C1=CC=CC=N1)C1=NC(C)=C(S1)S(N)(=O)=O	Pritelivir	None	None	None
DB11845	CNC(=O)C1=C2C=CC(OC3=C4C=C(OC)C(OCC5(N)CC5)=CC4=NC=C3)=CC2=CC=C1	Lucitanib	None	None	None
DB11846	CN1CC(=O)NC1=N	Creatinine	None	None	None
DB11847	OC[C@H]1CN(C(=O)O1)C1=CC(F)=C(OCC2(O)CCN(CC2)C2=C(F)C=C3C(=O)C(=CN(C4CC4)C3=C2)C(O)=O)C=C1	Cadazolid	None	None	None
DB11848	[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O	Mannose 6-phosphate	None	None	None
DB11851	[H][C@@]1(CCN(CC2=C(C=C(C=C2)C(O)=NC2=CC(NC3=NC=CC(=N3)C3=CN=CN=C3)=C(C)C=C2)C(F)(F)F)C1)N(C)C	Bafetinib	None	None	None
DB11852	FC1=CC=CC=C1C1=NC2=CN(CC3=CC=C(N=N3)C3=CC=C(C=C3C(F)(F)F)C(F)(F)F)C=CC2=N1	Tegobuvir	None	None	None
DB11853	CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1	Relugolix	None	None	None
DB11855	CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1	Revefenacin	None	None	None
DB11858	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O	Leukotriene D4	None	None	None
DB11859	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C	Allopregnanolone	None	None	None
DB11860	CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@H]4CC[C@H]([C@H](C)CCC(O)=O)[C@@]4(C)[C@@H](O)C[C@H]23)C1	Aramchol	None	None	None
DB11861	CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)C1=CC=CC=C1	Litronesib	None	None	None
DB11863	CN1N=CC=C1C1=C(C)N(C2=CC(C)=CC=C2)C(=O)C(=C1)C(=O)NCC1=CC=C(C=N1)S(C)(=O)=O	Alvelestat	None	None	None
DB11864	COCCOC1=CC=C(C=C1)N1CCN(CCN2N=CC3=C2N=C(N)N2N=C(N=C32)C2=CC=CO2)CC1	Preladenant	None	None	None
DB11865	C[C@H](COC1=CN2N=CN=C(OC3=CC=C4NC(C)=CC4=C3F)C2=C1C)OC(=O)[C@H](C)N	Brivanib alaninate	None	None	None
DB11867	CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1	JNJ-39393406	None	None	None
DB11868	CCC(N1CCCC1=O)C(O)=N	Etiracetam	None	None	None
DB11869	C\C=C\C[C@@H](C)C(=O)[C@@H]1N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@@H](NC1=O)C(C)C)C(C)C	Valspodar	None	None	None
DB11870	CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2NC1=O	RG-4733	None	None	None
DB11871	CC(C)(CC1=CC=CC(CC(=O)NCC2=CC=CC(=C2)C2=CC=C(O)C=C2)=C1)NC[C@H](O)C1=CC=C(O)C(NS(C)(=O)=O)=C1	PF-00610355	None	None	None
DB11872	COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=C2C=CC(OP(O)(O)=O)=C3)=C1	ZD-6126	None	None	None
DB11873	CC(C)(SC1=CC=NC=C1C1=C2C=CC=CC2=C(C=C1)C#N)C(O)=O	Verinurad	None	None	None
DB11874	C\C(\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C/C=C/C=C(\C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O	Crocin	None	None	None
DB11875	C(C1=CNC2=CC=CC=C12)C1=CNC2=CC=CC=C12	3,3'-diindolylmethane	None	None	None
DB11876	[H][C@@](C)(N)C(O)=N[C@@]([H])(CCC(O)=N)C(O)=O	Alanyl Glutamine	None	None	None
DB11877	CC1=C(COC2=CC=C(C=N2)C(=O)N2CCS(=O)(=O)CC2)C(=NO1)C1=CC=C(F)C=C1	Basmisanil	None	None	None
DB11878	CCC1=CC(CC[C@@]2(CC(O)=C(CC3=NN4C(=N3)N=C(C)C=C4C)C(=O)O2)C2CCCC2)=CC(CC)=N1	Filibuvir	None	None	None
DB11879	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O	Dusquetide	None	None	None
DB11880	CN(C)CCNC(=O)C1=C2N=C3C=CC=CC3=CC2=CC=C1	Acridine Carboxamide	None	None	None
DB11881	CCNC(=O)C1=NOC(=C1C1=CC=C(CN2CCOCC2)C=C1)C1=CC(=C(O)C=C1O)C(C)(C)C	AUY922	None	None	None
DB11882	CC(C)C[C@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(O)=O)NC(=O)CN)C(=O)N[C@@H](C(C)C)C(O)=O	BPC-157	None	None	None
DB11883	FC(F)(F)C1=CC=C(N=C1)N1CC[C@H](C1)NC(=O)NC1=CC=CC=C1Br	SB-705498	None	None	None
DB11885	COC1=CC2=C(OC3=CC=C4NC(C)=CC4=C3F)C=CN=C2C=C1OCC1(N)CC1	Anlotinib	None	None	None
DB11886	CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(O)=NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1	Infigratinib	None	None	None
DB11888	[H][C@@](O)(COC(=O)CCCCCCC)[C@@]([H])(OC)[C@]1([H])OC(=C[C@]([H])(NC(N)=N)[C@@]1([H])N=C(C)O)C(O)=O	Laninamivir octanoate	None	None	None
DB11889	N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1	Lanicemine	None	None	None
DB11890	CC(C)[C@@H]1N(C)C(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O	Cilengitide	None	None	None
DB11891	COC1=CC=C(C=N1)C1=NC(N2CCOCC2)=C2SC(CN(C)C3=NC=C(C=N3)C(=O)NO)=CC2=N1	CUDC-907	None	None	None
DB11892	CC1SC2=C(C(O)=O)C(=O)C3=CC(F)=C(C=C3N12)N1CCN(CC2=C(C)OC(=O)O2)CC1	Prulifloxacin	None	None	None
DB11893	NC(=O)[C@@H](CCC(F)(F)F)N(CC1=CC=C(C=C1F)C1=NOC=N1)S(=O)(=O)C1=CC=C(Cl)C=C1	Avagacestat	None	None	None
DB11894	CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=C(OC3=CC(C)=C(N)C(C)=C3)C=C12	Efatutazone	None	None	None
DB11896	CN(C)C1CCN(CC1)C(=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)C2=NC(=NC(=N2)N2CCOCC2)N2CCOCC2)C=C1	Gedatolisib	None	None	None
DB11898	O=C1CSC(=O)N1	2,4-thiazolidinedione	None	None	None
DB11899	CN1C=C(C=N1)C1=C2N=C([C@@H]3CCCNC3)C(Br)=C(N)N2N=C1	MK-8776	None	None	None
DB11900	CC1=C(CC2=CC=C3C=CC=CC3=N2)C2=CC(F)=CC=C2N1CC(O)=O	OC-459	None	None	None
DB11901	CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F	Apalutamide	None	None	None
DB11902	CCOC1=NC=C(C=C1C1=NC2=C(CC)N(CCOC)N=C2C(=O)N1)S(=O)(=O)N1CCN(CC)CC1	Gisadenafil	None	None	None
DB11903	FC(F)(F)C1=NC(NC2=C(Cl)C=C(Cl)C=C2)=NC=C1C(=O)NCC1CCOCC1	GW842166	None	None	None
DB11904	CN1CCN(CC2=CC=C(C=C2C(F)(F)F)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CC=CN=C3)=C(C)N=C2)CC1	Flumatinib	None	None	None
DB11905	CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCSCC2)C(F)=C1	Sutezolid	None	None	None
DB11906	CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(C)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(C)=O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	Acyline	None	None	None
DB11907	COC1=CC(=CC=C1NC1=NC=C(C(NC2=CC=CC(NC(=O)C=C)=C2)=N1)C(F)(F)F)N1CCN(CC1)C(C)=O	Rociletinib	None	None	None
DB11909	CCC1=C(C(=O)C(N)=O)C2=C(OCC(O)=O)C=CC=C2N1CC1=CC=CC=C1	Varespladib	None	None	None
DB11910	CC1=NC2=CC=CC(=C2C(=O)N1C1=CC=C(OCCCN2CCCC2)C=C1)C(F)(F)F	MK-0249	None	None	None
DB11911	CC1=CC=CC(=N1)C1=NN2CCCC2=C1C1=C2C=C(C=CC2=NC=C1)C(N)=O	Galunisertib	None	None	None
DB11912	CC1=NC(NNC(=O)[C@H](CC2CCCC2)CN(O)C=O)=C(F)C(=N1)N1CCN2CCOC[C@@H]2C1	Lanopepden	None	None	None
DB11913	FC1=CC2=C3N(CCN(C2)C(=O)N2CCCCC2)C=C(C3=C1)C1=C(C(=O)NC1=O)C1=CN=C2C=CC=CN12	LY-2090314	None	None	None
DB11916	[111In]	Indium In-111	None	None	None
DB11917	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O	Vatiquinone	None	None	None
DB11918	NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)O[C@H]2C[C@@H](O[C@@H]2CO)N2C=NC(N)=NC2=O)O1	Guadecitabine	None	None	None
DB11919	N=C1NC2=C(N=CN2)C(OCC2=CC=CC=C2)=N1	6-O-benzylguanine	None	None	None
DB11920	NC[C@@H](F)CP(O)=O	Lesogaberan	None	None	None
DB11922	CC1=C(NC(=O)NC2=CC=C(Cl)C(=C2O)S(=O)(=O)[C@H]2CCCNC2)C=CC=C1F	Danirixin	None	None	None
DB11923	NC1=CC=C(C=N1)C#CC1=C2N=C(C=C(N2N=C1)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)F	Decoglurant	None	None	None
DB11924	CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO	Safingol	None	None	None
DB11925	CNC(=O)C1=CC(=CC=C1)C1=CC=C2C(N=C(N=C2N2CCOC[C@@H]2C)N2CCOC[C@@H]2C)=N1	Vistusertib	None	None	None
